"PUF_ID","sample","fpl","SWB_1","SWB_2","SWB_3","FWBscore","FSscore","KHscore"
8326,"General population","200%+ FPL","5","5","6","58","56",-0.188
7398,"General population","200%+ FPL","5","5","5","45","41",-0.909
9203,"General population","200%+ FPL","6","5","6","57","41",-0.909
7865,"General population","200%+ FPL","5","5","5","29","38",0.712
8965,"General population","200%+ FPL","4","3","2","53","46",0.712
8005,"Age 62+ oversample","200%+ FPL","6","6","6","60","52",-1.485
7399,"General population","100%-199% FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","81","85",-1.485
12237,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","59","65",-0.57
7743,"General population","200%+ FPL","6","6","6","72","47",0.242
11234,"General population","200%+ FPL","4","5","7 Strongly agree","34","45",0.242
12678,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","54","54",0.242
9700,"General population","200%+ FPL","6","4","4","67","61",1.267
9930,"General population","200%+ FPL","7 Strongly agree","5","3","68","57",0.242
12600,"General population","200%+ FPL","6","7 Strongly agree","6","50","44",0.242
7125,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","35","52",-1.9
11235,"Age 62+ oversample","200%+ FPL","6","6","7 Strongly agree","79","57",1.267
13334,"General population","200%+ FPL","6","6","5","46","44",-0.57
8966,"Age 62+ oversample","200%+ FPL","6","7 Strongly agree","5","72","55",0.712
13053,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","56","40",-0.188
12308,"General population","100%-199% FPL","4","3","3","37","48",1.267
9448,"General population","200%+ FPL","5","5","7 Strongly agree","53","55",-1.215
13147,"General population","200%+ FPL","6","6","6","69","62",-0.57
12522,"General population","200%+ FPL","4","5","3","55","48",0.242
12167,"General population","200%+ FPL","3","3","4","27","49",-0.188
9931,"General population","200%+ FPL","5","5","7 Strongly agree","50","56",1.267
12830,"Age 62+ oversample","200%+ FPL","6","5","5","56","44",-0.57
9204,"General population","200%+ FPL","6","6","6","81","20",-0.57
8131,"General population","200%+ FPL","5","5","5","60","60",0.712
10358,"General population","200%+ FPL","4","5","4","51","44",0.712
13599,"General population","<100% FPL","7 Strongly agree","6","6","48","57",-0.57
12422,"General population","200%+ FPL","5","5","5","77","61",0.712
11099,"General population","200%+ FPL","6","7 Strongly agree","7 Strongly agree","54","45",-0.57
14301,"General population","200%+ FPL","5","6","5","58","47",0.712
11933,"Age 62+ oversample","200%+ FPL","7 Strongly agree","7 Strongly agree","5","81","68",1.267
10359,"General population","200%+ FPL","5","4","4","67","56",0.242
12423,"Age 62+ oversample","200%+ FPL","4","3","4","57","43",1.267
8967,"General population","200%+ FPL","6","7 Strongly agree","7 Strongly agree","70","65",1.267
13780,"Age 62+ oversample","200%+ FPL","4","4","5","56","46",-0.188
12563,"General population","<100% FPL","4","4","5","37","56",-0.57
13022,"General population","200%+ FPL","6","6","6","53","38",0.242
10143,"General population","200%+ FPL","5","6","7 Strongly agree","69","53",1.267
11236,"General population","200%+ FPL","5","2","3","57","51",0.712
10360,"General population","200%+ FPL","6","6","6","53","40",-0.57
11508,"Age 62+ oversample","100%-199% FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","89","63",-0.188
8735,"General population","200%+ FPL","6","4","4","58","48",0.242
8132,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","63","71",0.712
9205,"General population","200%+ FPL","5","5","7 Strongly agree","55","69",-0.188
8968,"Age 62+ oversample","200%+ FPL","5","7 Strongly agree","7 Strongly agree","53","44",0.242
7866,"General population","200%+ FPL","6","6","6","69","35",0.242
9449,"General population","200%+ FPL","5","4","4","59","50",0.712
9701,"General population","200%+ FPL","5","5","7 Strongly agree","63","62",0.712
8969,"General population","200%+ FPL","5","5","5","51","46",0.712
8327,"General population","100%-199% FPL","5","5","6","51","59",-0.188
13086,"General population","100%-199% FPL","5","5","6","41","31",-0.909
11839,"General population","100%-199% FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","54","55",0.242
10144,"General population","200%+ FPL","6","6","5","54","49",0.242
8970,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","31","42",0.242
10565,"General population","200%+ FPL","4","4","7 Strongly agree","45","35",0.712
13233,"General population","200%+ FPL","5","4","4","51","42",0.242
9206,"General population","200%+ FPL","5","5","7 Strongly agree","57","65",1.267
13119,"General population","200%+ FPL","6","6","5","67","76",0.712
9702,"General population","200%+ FPL","6","5","5","58","57",0.242
8006,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","82","70",-0.188
13415,"General population","<100% FPL","6","6","7 Strongly agree","55","53",-0.188
10918,"General population","200%+ FPL","5","5","5","58","53",0.242
8133,"Age 62+ oversample","200%+ FPL","6","6","5","74","45",1.267
8736,"General population","200%+ FPL","5","5","5","55","46",0.242
13761,"General population","200%+ FPL","6","6","5","64","65",0.712
10566,"General population","200%+ FPL","5","4","5","54","43",0.712
10919,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","85","71",1.267
8328,"General population","200%+ FPL","6","6","5","70","55",0.712
8971,"Age 62+ oversample","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","95","72",0.242
8007,"General population","<100% FPL","5","6","5","55","52",-0.57
8737,"Age 62+ oversample","200%+ FPL","5","6","4","63","65",1.267
13588,"General population","200%+ FPL","6","7 Strongly agree","5","64","45",0.242
14261,"General population","100%-199% FPL","2","2","2","33","33",-1.713
10362,"General population","100%-199% FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","62","82",-0.188
10766,"General population","200%+ FPL","7 Strongly agree","6","6","44","29",1.267
13320,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","65","50",0.712
12937,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","72","70",0.242
9703,"General population","200%+ FPL","6","6","7 Strongly agree","76","67",0.242
10363,"General population","100%-199% FPL","7 Strongly agree","6","6","61","61",-0.57
11934,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","67","53",0.712
9207,"General population","200%+ FPL","6","7 Strongly agree","7 Strongly agree","55","34",-1.485
10567,"General population","200%+ FPL","5","5","4","48","50",-0.188
9450,"General population","200%+ FPL","6","6","6","79","85",0.242
12564,"Age 62+ oversample","100%-199% FPL","7 Strongly agree","4","4","69","47",-0.57
11100,"General population","200%+ FPL","6","6","5","55","44",0.712
13590,"General population","200%+ FPL","5","6","6","54","41",0.712
11237,"Age 62+ oversample","200%+ FPL","6","6","6","59","51",0.712
8534,"General population","100%-199% FPL","4","4","4","56","45",-0.188
10767,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","80","59",1.267
12523,"General population","100%-199% FPL","4","5","7 Strongly agree","53","53",1.267
7270,"General population","200%+ FPL","6","6","6","61","38",0.242
9704,"Age 62+ oversample","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","63","58",-0.188
11238,"General population","200%+ FPL","6","6","7 Strongly agree","60","58",0.242
10364,"General population","200%+ FPL","6","6","6","55","58",-0.188
9208,"General population","100%-199% FPL","4","5","7 Strongly agree","55","55",-0.909
10145,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","72","57",0.712
11101,"General population","200%+ FPL","6","5","6","63","43",0.242
12309,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","1 Strongly disagree","68","41",0.712
8738,"General population","200%+ FPL","4","6","6","50","56",-0.188
13489,"General population","100%-199% FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","37","54",0.242
9209,"General population","200%+ FPL","5","7 Strongly agree","5","58","49",-0.57
13752,"General population","200%+ FPL","6","7 Strongly agree","7 Strongly agree","56","46",0.242
12524,"General population","200%+ FPL","6","6","6","63","56",0.242
11840,"General population","<100% FPL","5","7 Strongly agree","7 Strongly agree","57","85",-0.188
13148,"General population","200%+ FPL","6","6","6","71","69",0.242
8972,"General population","200%+ FPL","5","5","5","63","61",1.267
10768,"General population","<100% FPL","6","6","6","55","51",-1.485
9210,"General population","200%+ FPL","6","6","4","56","47",0.712
10568,"Age 62+ oversample","200%+ FPL","6","5","6","71","47",0.712
10365,"Age 62+ oversample","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","67","51",1.267
9932,"General population","200%+ FPL","6","6","6","63","50",0.242
8134,"General population","200%+ FPL","6","5","5","50","40",-1.215
7321,"General population","200%+ FPL","4","3","4","43","39",0.712
11624,"General population","200%+ FPL","6","7 Strongly agree","7 Strongly agree","64","73",1.267
10366,"Age 62+ oversample","200%+ FPL","7 Strongly agree","5","7 Strongly agree","51","37",0.242
10146,"General population","100%-199% FPL","6","4","5","52","40",-0.909
12019,"General population","200%+ FPL","4","4","4","33","33",-0.909
9211,"General population","100%-199% FPL","3","4","6","44","31",0.242
11841,"General population","200%+ FPL","5","5","5","65","52",-0.57
11625,"General population","200%+ FPL","5","5","5","66","56",-0.188
9212,"Age 62+ oversample","200%+ FPL","7 Strongly agree","7 Strongly agree","4","74","60",0.712
9451,"Age 62+ oversample","200%+ FPL","6","7 Strongly agree","6","95","63",-0.188
9452,"Age 62+ oversample","200%+ FPL","6","6","6","64","49",-0.57
8535,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","67","75",-0.188
13657,"General population","<100% FPL","6","5","3","40","29",-0.909
9705,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","75","70",1.267
8973,"General population","200%+ FPL","4","5","6","65","61",0.242
14320,"General population","100%-199% FPL","4","5","7 Strongly agree","61","66",-0.57
9453,"General population","200%+ FPL","7 Strongly agree","6","6","62","48",1.267
11842,"Age 62+ oversample","200%+ FPL","5","5","4","54","52",-0.188
12901,"General population","200%+ FPL","6","6","6","58","45",0.712
12854,"Age 62+ oversample","200%+ FPL","7 Strongly agree","7 Strongly agree","5","56","51",0.712
9933,"General population","100%-199% FPL","5","5","5","48","52",0.242
8329,"Age 62+ oversample","100%-199% FPL","5","5","1 Strongly disagree","55","33",0.242
9706,"General population","200%+ FPL","6","6","6","74","56",1.267
8330,"General population","200%+ FPL","6","3","4","41","55",0.242
14367,"General population","200%+ FPL","7 Strongly agree","3","7 Strongly agree","56","40",-0.57
10147,"General population","200%+ FPL","5","5","5","62","54",-1.215
11102,"General population","200%+ FPL","5","5","5","50","56",-0.188
13447,"General population","200%+ FPL","5","5","5","60","48",1.267
11509,"General population","200%+ FPL","6","6","6","52","41",0.712
13901,"General population","200%+ FPL","6","5","5","57","35",0.712
10920,"General population","200%+ FPL","5","5","4","53","41",0.242
12168,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","84","68",-0.57
7322,"General population","100%-199% FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","48","42",-1.485
13856,"General population","100%-199% FPL","5","5","5","61","47",-0.57
10769,"Age 62+ oversample","200%+ FPL","4","Refused","Refused","42","80",-0.57
11843,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","76","82",-0.57
10569,"Age 62+ oversample","200%+ FPL","6","5","5","75","71",0.242
10570,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","72","67",0.712
8008,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","86","71",1.267
12975,"General population","<100% FPL","6","6","6","53","47",-0.909
10367,"Age 62+ oversample","200%+ FPL","6","6","6","57","50",0.712
11626,"General population","<100% FPL","5","6","6","41","59",0.712
7867,"Age 62+ oversample","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","59","56",-0.57
11627,"General population","200%+ FPL","5","5","4","62","49",1.267
10921,"Age 62+ oversample","200%+ FPL","3","3","5","42","39",-0.188
9454,"General population","200%+ FPL","6","6","6","58","48",0.712
13792,"General population","<100% FPL","1 Strongly disagree","5","7 Strongly agree","16","29",-1.485
8739,"General population","100%-199% FPL","4","5","6","30","39",-1.485
13076,"General population","200%+ FPL","6","5","7 Strongly agree","68","50",0.712
8009,"General population","200%+ FPL","5","5","5","36","43",-0.909
9707,"General population","200%+ FPL","4","4","5","26","24",-0.57
11935,"General population","200%+ FPL","6","6","6","56","51",0.712
12359,"Age 62+ oversample","200%+ FPL","5","5","5","61","55",0.242
9934,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","69","54",-0.188
9708,"Age 62+ oversample","200%+ FPL","6","6","6","63","58",0.712
12812,"General population","200%+ FPL","3","3","4","48","37",-0.188
13806,"General population","<100% FPL","5","7 Strongly agree","7 Strongly agree","38","43",-1.215
10148,"General population","100%-199% FPL","5","7 Strongly agree","6","36","57",-0.57
11239,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","6","70","71",0.242
11628,"General population","100%-199% FPL","3","6","6","31","33",0.242
13782,"General population","200%+ FPL","5","5","6","49","32",0.242
10770,"General population","200%+ FPL","1 Strongly disagree","3","3","31","43",-1.215
12169,"General population","200%+ FPL","3","3","4","35","45",0.242
10571,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","75","52",0.712
8974,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","69","60",0.242
10368,"General population","200%+ FPL","6","6","6","59","58",-0.57
11629,"General population","200%+ FPL","4","4","4","49","42",-1.485
8536,"General population","200%+ FPL","6","5","6","63","53",0.712
8010,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","54","70",0.712
14303,"General population","200%+ FPL","4","5","7 Strongly agree","44","41",0.242
12642,"General population","<100% FPL","6","5","7 Strongly agree","33","39",-0.909
9455,"General population","200%+ FPL","5","6","6","78","85",0.242
12424,"General population","200%+ FPL","6","7 Strongly agree","7 Strongly agree","48","44",-1.215
11365,"Age 62+ oversample","100%-199% FPL","4","3","4","45","44",-0.57
10149,"General population","200%+ FPL","6","6","5","65","60",0.712
13194,"Age 62+ oversample","200%+ FPL","6","6","6","61","42",0.242
13009,"General population","200%+ FPL","6","6","6","63","63",1.267
8332,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","77","77",0.242
12960,"General population","<100% FPL","5","4","6","33","44",-0.57
13871,"General population","<100% FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","59","80",-1.215
9456,"General population","200%+ FPL","6","6","6","54","45",0.712
10150,"Age 62+ oversample","200%+ FPL","4","4","4","61","45",-0.57
7868,"General population","200%+ FPL","6","6","6","61","53",0.242
9213,"Age 62+ oversample","200%+ FPL","6","5","4","63","52",0.712
11936,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","88","59",-0.188
9457,"Age 62+ oversample","200%+ FPL","6","5","5","65","29",0.712
8740,"General population","200%+ FPL","6","6","7 Strongly agree","77","56",0.712
8011,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","43","45",-1.215
9458,"General population","200%+ FPL","6","6","6","63","45",-0.909
11366,"General population","200%+ FPL","5","5","7 Strongly agree","49","63",-1.215
14324,"General population","100%-199% FPL","4","7 Strongly agree","5","38","54",-0.909
13251,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","54","79",-1.485
10369,"General population","200%+ FPL","5","5","5","54","43",0.712
13483,"Age 62+ oversample","<100% FPL","5","3","6","43","25",-0.909
8741,"General population","200%+ FPL","2","4","7 Strongly agree","37","45",-0.188
9935,"General population","200%+ FPL","6","5","5","55","43",0.712
12525,"General population","200%+ FPL","5","5","3","55","45",-0.188
10572,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","74","58",-0.188
7745,"General population","200%+ FPL","4","4","4","49","42",-1.713
12712,"General population","200%+ FPL","5","6","6","39","46",-0.909
8975,"General population","200%+ FPL","5","5","7 Strongly agree","44","59",-0.909
10151,"General population","200%+ FPL","7 Strongly agree","6","7 Strongly agree","60","60",-1.215
8742,"General population","<100% FPL","1 Strongly disagree","1 Strongly disagree","1 Strongly disagree","21","8",1.267
13820,"General population","<100% FPL","4","6","6","23","58",-0.909
10370,"General population","200%+ FPL","3","5","4","43","39",0.242
11103,"General population","200%+ FPL","1 Strongly disagree","2","5","27","39",0.242
11844,"General population","200%+ FPL","6","5","7 Strongly agree","72","50",0.242
12098,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","5","63","62",-0.188
14371,"General population","200%+ FPL","6","6","6","75","50",0.242
11630,"General population","100%-199% FPL","4","4","4","34","51",0.242
14327,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","59","46",0.712
11240,"General population","<100% FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","78","69",0.712
10573,"General population","200%+ FPL","6","6","6","79","62",0.712
14313,"General population","200%+ FPL","4","6","6","51","42",0.712
7746,"General population","<100% FPL","4","6","7 Strongly agree","49","55",-1.713
10371,"General population","200%+ FPL","6","5","7 Strongly agree","61","64",-0.188
11104,"General population","200%+ FPL","6","6","5","81","52",1.267
13774,"General population","200%+ FPL","4","4","4","49","42",-1.713
13263,"General population","200%+ FPL","7 Strongly agree","6","4","82","68",-0.188
12238,"General population","200%+ FPL","6","6","5","56","44",0.712
8743,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","6","71","55",-0.909
10574,"Age 62+ oversample","200%+ FPL","3","3","1 Strongly disagree","39","50",0.242
9709,"General population","<100% FPL","4","7 Strongly agree","6","34","77",-0.909
9936,"General population","200%+ FPL","4","4","3","49","47",0.242
10152,"General population","100%-199% FPL","6","6","6","64","57",1.267
13410,"Age 62+ oversample","200%+ FPL","5","5","1 Strongly disagree","63","53",-0.909
10372,"General population","200%+ FPL","7 Strongly agree","6","5","69","52",0.242
9214,"Age 62+ oversample","200%+ FPL","5","6","5","76","57",0.712
11937,"Age 62+ oversample","200%+ FPL","5","6","7 Strongly agree","53","49",0.242
12902,"General population","200%+ FPL","6","7 Strongly agree","6","75","64",1.267
11631,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","86","70",0.242
11938,"General population","<100% FPL","4","5","4","41","37",-0.57
12170,"Age 62+ oversample","<100% FPL","2","3","5","33","59",0.712
14312,"General population","200%+ FPL","5","6","6","57","56",1.267
10373,"Age 62+ oversample","200%+ FPL","7 Strongly agree","7 Strongly agree","3","75","49",0.712
7323,"General population","<100% FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","47","40",-1.713
10575,"General population","200%+ FPL","4","3","7 Strongly agree","32","53",-0.57
8744,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","52","36",-0.57
9459,"Age 62+ oversample","200%+ FPL","6","5","5","95","75",0.712
11105,"General population","<100% FPL","5","5","7 Strongly agree","40","82",-0.188
10374,"General population","200%+ FPL","6","7 Strongly agree","7 Strongly agree","49","52",-0.188
13272,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","66","39",0.242
13355,"General population","200%+ FPL","5","4","5","49","57",0.712
12020,"General population","200%+ FPL","4","4","5","32","45",0.242
13822,"General population","<100% FPL","1 Strongly disagree","3","5","21","38",-0.909
12360,"General population","200%+ FPL","6","6","4","86","75",1.267
14163,"General population","200%+ FPL","6","7 Strongly agree","7 Strongly agree","61","44",-0.57
9460,"Age 62+ oversample","200%+ FPL","6","6","7 Strongly agree","75","55",0.242
10576,"General population","200%+ FPL","3","4","2","31","37",-0.188
14296,"Age 62+ oversample","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","77","67",0.712
11241,"General population","200%+ FPL","1 Strongly disagree","7 Strongly agree","7 Strongly agree","65","45",-0.188
14322,"General population","100%-199% FPL","6","7 Strongly agree","7 Strongly agree","61","56",1.267
8135,"General population","200%+ FPL","5","6","7 Strongly agree","57","52",-0.57
13764,"General population","200%+ FPL","5","6","6","49","42",-0.188
10771,"General population","200%+ FPL","5","4","5","43","43",0.712
13897,"General population","200%+ FPL","6","6","6","60","61",-1.215
9461,"General population","100%-199% FPL","6","4","5","54","28",-0.909
8537,"General population","200%+ FPL","5","5","5","49","42",0.712
13411,"General population","200%+ FPL","6","7 Strongly agree","5","60","53",0.242
11733,"General population","200%+ FPL","6","6","6","66","55",1.267
12813,"General population","200%+ FPL","6","6","6","46","38",-0.188
9937,"General population","200%+ FPL","6","6","7 Strongly agree","68","63",0.242
10772,"General population","200%+ FPL","6","6","6","58","49",0.712
8745,"Age 62+ oversample","200%+ FPL","6","5","4","74","48",0.712
10773,"General population","200%+ FPL","6","6","4","64","68",-0.188
9215,"General population","200%+ FPL","5","5","6","74","68",-0.909
12903,"Age 62+ oversample","200%+ FPL","6","6","6","53","38",-0.188
12171,"General population","200%+ FPL","5","5","5","63","54",0.712
12904,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","5","84","49",0.712
9462,"General population","200%+ FPL","4","3","4","24","45",0.242
12713,"General population","200%+ FPL","5","7 Strongly agree","7 Strongly agree","61","55",0.712
12870,"General population","200%+ FPL","5","6","6","49","46",-0.188
12172,"Age 62+ oversample","200%+ FPL","6","6","4","76","52",-0.188
9710,"General population","200%+ FPL","6","6","6","60","44",-0.188
8333,"General population","200%+ FPL","4","3","4","30","34",0.712
13385,"Age 62+ oversample","200%+ FPL","7 Strongly agree","6","7 Strongly agree","59","55",-0.188
8136,"General population","200%+ FPL","4","3","6","49","40",-1.215
8137,"Age 62+ oversample","200%+ FPL","7 Strongly agree","7 Strongly agree","5","76","57",0.242
8138,"General population","200%+ FPL","6","6","6","53","55",-0.909
12099,"General population","<100% FPL","2","4","4","30","55",-0.57
10375,"Age 62+ oversample","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","55","82",-0.57
14340,"General population","200%+ FPL","Refused","Refused","Refused","71","82",0.712
11511,"General population","200%+ FPL","5","4","1 Strongly disagree","57","52",0.712
10153,"Age 62+ oversample","200%+ FPL","2","3","3","73","53",-0.188
12782,"General population","200%+ FPL","5","6","7 Strongly agree","50","39",-0.57
9939,"General population","200%+ FPL","5","7 Strongly agree","6","26","44",0.242
10922,"General population","<100% FPL","6","7 Strongly agree","7 Strongly agree","55","47",-1.713
9940,"General population","200%+ FPL","5","7 Strongly agree","7 Strongly agree","53","68",-0.57
11734,"General population","200%+ FPL","3","5","5","51","60",1.267
12021,"Age 62+ oversample","100%-199% FPL","5","4","7 Strongly agree","54","50",-1.485
13202,"General population","200%+ FPL","4","5","7 Strongly agree","46","44",0.242
10154,"General population","200%+ FPL","6","6","6","73","46",-1.215
12173,"General population","200%+ FPL","Response not written to database","Response not written to database","Response not written to database","Response not written to database","48",-0.57
8334,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","67","56",0.242
14306,"General population","200%+ FPL","5","6","5","58","54",0.712
13100,"General population","200%+ FPL","5","7 Strongly agree","5","65","45",0.712
10577,"General population","200%+ FPL","5","5","7 Strongly agree","54","55",0.242
9711,"General population","<100% FPL","3","3","4","29","38",-0.909
9941,"Age 62+ oversample","200%+ FPL","6","5","4","49","41",0.712
10376,"General population","200%+ FPL","5","5","4","42","54",0.712
14326,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","42","47",-0.188
13727,"General population","200%+ FPL","5","6","7 Strongly agree","38","45",0.242
11106,"General population","200%+ FPL","6","6","6","67","51",-1.9
13770,"General population","200%+ FPL","1 Strongly disagree","7 Strongly agree","4","45","53",-0.57
8335,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","64","56",0.242
13628,"General population","200%+ FPL","6","5","6","71","59",1.267
9463,"Age 62+ oversample","200%+ FPL","6","6","4","90","57",1.267
11632,"General population","200%+ FPL","5","6","6","59","48",-0.57
8976,"General population","200%+ FPL","4","4","4","82","85",-0.57
14391,"General population","100%-199% FPL","6","6","6","52","39",-0.57
9942,"General population","200%+ FPL","6","5","7 Strongly agree","76","38",-0.57
11845,"Age 62+ oversample","200%+ FPL","7 Strongly agree","6","6","95","85",1.267
12871,"General population","200%+ FPL","6","6","6","70","65",0.712
8012,"General population","200%+ FPL","6","7 Strongly agree","7 Strongly agree","43","48",-1.485
8139,"General population","200%+ FPL","5","5","4","50","33",0.242
10578,"Age 62+ oversample","200%+ FPL","6","6","7 Strongly agree","77","62",1.267
11367,"General population","100%-199% FPL","7 Strongly agree","1 Strongly disagree","7 Strongly agree","95","75",-0.188
11512,"General population","200%+ FPL","6","6","2","60","63",0.712
14315,"General population","200%+ FPL","5","6","5","42","51",-0.188
11513,"General population","200%+ FPL","5","7 Strongly agree","7 Strongly agree","58","56",-0.188
11735,"General population","100%-199% FPL","7 Strongly agree","6","6","45","39",-0.909
11736,"Age 62+ oversample","200%+ FPL","6","6","5","72","49",0.712
8746,"General population","200%+ FPL","5","5","6","50","48",-0.909
9712,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","78","67",-0.188
9713,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","5","69","55",0.712
8538,"Age 62+ oversample","200%+ FPL","3","3","7 Strongly agree","60","50",0.242
7869,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","62","42",-0.188
13256,"General population","200%+ FPL","5","5","4","41","35",-0.57
10155,"Age 62+ oversample","200%+ FPL","5","5","7 Strongly agree","60","60",1.267
8747,"Age 62+ oversample","200%+ FPL","6","6","6","58","62",0.712
11633,"General population","100%-199% FPL","5","5","3","47","49",0.712
11514,"General population","200%+ FPL","6","6","7 Strongly agree","59","54",1.267
8748,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","49","45",-0.188
8140,"General population","200%+ FPL","5","5","5","53","47",-0.188
7229,"General population","200%+ FPL","2","2","2","51","50",0.242
8539,"General population","200%+ FPL","5","6","4","62","42",-0.188
8749,"General population","200%+ FPL","5","5","7 Strongly agree","16","35",-1.215
10579,"Age 62+ oversample","200%+ FPL","5","6","4","68","52",0.712
8977,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","4","50","36",-0.909
9464,"General population","200%+ FPL","6","6","6","65","59",1.267
8978,"Age 62+ oversample","200%+ FPL","6","6","7 Strongly agree","69","65",1.267
7405,"General population","200%+ FPL","5","5","5","56","50",0.242
11634,"Age 62+ oversample","200%+ FPL","4","3","3","76","56",0.712
9216,"General population","200%+ FPL","5","6","4","52","41",-0.57
8336,"General population","200%+ FPL","6","6","6","63","54",-0.909
14213,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","60","51",-0.188
10774,"General population","200%+ FPL","6","5","5","62","55",0.712
10580,"General population","200%+ FPL","6","4","4","64","56",-0.909
9465,"General population","200%+ FPL","7 Strongly agree","6","6","63","57",1.267
8540,"General population","<100% FPL","3","4","2","41","71",-0.188
10775,"General population","200%+ FPL","4","5","3","40","60",-0.57
13067,"Age 62+ oversample","200%+ FPL","4","3","5","45","20",-2.053
9466,"General population","200%+ FPL","7 Strongly agree","7 Strongly agree","7 Strongly agree","95","56",0.242
12526,"General population","200%+ FPL","2","2","3","40","58",0.242
13252,"General population","200%+ FPL","6","2","5","64","45",-0.188
7870,"General population","200%+ FPL","7 Strongly agree","6","6","72","73",0.712
12425,"Age 62+ oversample","200%+ FPL","5","5","5","72","44",0.242
9467,"General population","100%-199% FPL","6","6","6","63","55",-0.188
8979,"General population","200%+ FPL","6","5","5","46","52",1.267
12477,"General population","200%+ FPL","1 Strongly disagree","5","4","53","47",0.712
8337,"Age 62+ oversample","200%+ FPL","7 Strongly agree","7 Strongly agree","4","70","51",0.712
14325,"General population","200%+ FPL","6","6","6","78","76",0.242
11939,"General population","200%+ FPL","6","6","7 Strongly agree","64","51",1.267
